products,,,,,,,,
ProductID,Name,Category,Price,SupplierID,StockQuantity,,,
1,Author,Home & Garden,999.99,82,743,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity)","('1', 'Author', 'Home & Garden', '999.99', '82', '743'),"
26,Phone,Books,426.76,54,894,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('26', 'Phone', 'Books', '426.76', 54', 894');","('26', 'Phone', 'Books', '426.76', '54', '894'),"
27,Artist,Toys & Games,524.33,74,696,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('27', 'Artist', 'Toys & Games', '524.33', 74', 696');","('27', 'Artist', 'Toys & Games', '524.33', '74', '696'),"
28,Series,Toys & Games,451.88,6,212,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('28', 'Series', 'Toys & Games', '451.88', 6', 212');","('28', 'Series', 'Toys & Games', '451.88', '6', '212'),"
29,Lot,Electronics,466.78,53,784,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('29', 'Lot', 'Electronics', '466.78', 53', 784');","('29', 'Lot', 'Electronics', '466.78', '53', '784'),"
30,Wonder,Toys & Games,359.54,5,935,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('30', 'Wonder', 'Toys & Games', '359.54', 5', 935');","('30', 'Wonder', 'Toys & Games', '359.54', '5', '935'),"
31,Visit,Books,650.05,59,74,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('31', 'Visit', 'Books', '650.05', 59', 74');","('31', 'Visit', 'Books', '650.05', '59', '74'),"
32,Themselves,Books,977.36,2,503,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('32', 'Themselves', 'Books', '977.36', 2', 503');","('32', 'Themselves', 'Books', '977.36', '2', '503'),"
33,Hit,Toys & Games,454.68,57,200,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('33', 'Hit', 'Toys & Games', '454.68', 57', 200');","('33', 'Hit', 'Toys & Games', '454.68', '57', '200'),"
34,Enough,Toys & Games,49.4,28,32,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('34', 'Enough', 'Toys & Games', '49.4', 28', 32');","('34', 'Enough', 'Toys & Games', '49.4', '28', '32'),"
35,Take,Books,614.23,54,801,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('35', 'Take', 'Books', '614.23', 54', 801');","('35', 'Take', 'Books', '614.23', '54', '801'),"
36,Pass,Home & Garden,496.97,30,263,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('36', 'Pass', 'Home & Garden', '496.97', 30', 263');","('36', 'Pass', 'Home & Garden', '496.97', '30', '263'),"
37,Recognize,Toys & Games,267.77,54,953,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('37', 'Recognize', 'Toys & Games', '267.77', 54', 953');","('37', 'Recognize', 'Toys & Games', '267.77', '54', '953'),"
38,Chair,Clothing,835.32,89,113,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('38', 'Chair', 'Clothing', '835.32', 89', 113');","('38', 'Chair', 'Clothing', '835.32', '89', '113'),"
39,Great,Electronics,131.68,89,496,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('39', 'Great', 'Electronics', '131.68', 89', 496');","('39', 'Great', 'Electronics', '131.68', '89', '496'),"
40,Another,Electronics,633.13,17,896,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('40', 'Another', 'Electronics', '633.13', 17', 896');","('40', 'Another', 'Electronics', '633.13', '17', '896'),"
41,Current,Home & Garden,632.22,91,590,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('41', 'Current', 'Home & Garden', '632.22', 91', 590');","('41', 'Current', 'Home & Garden', '632.22', '91', '590'),"
42,Over,Toys & Games,624.24,45,431,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('42', 'Over', 'Toys & Games', '624.24', 45', 431');","('42', 'Over', 'Toys & Games', '624.24', '45', '431'),"
43,Push,Toys & Games,966.73,28,561,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('43', 'Push', 'Toys & Games', '966.73', 28', 561');","('43', 'Push', 'Toys & Games', '966.73', '28', '561'),"
44,Attorney,Clothing,580.31,4,839,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('44', 'Attorney', 'Clothing', '580.31', 4', 839');","('44', 'Attorney', 'Clothing', '580.31', '4', '839'),"
45,Country,Home & Garden,323.96,85,324,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('45', 'Country', 'Home & Garden', '323.96', 85', 324');","('45', 'Country', 'Home & Garden', '323.96', '85', '324'),"
46,Person,Clothing,224.32,19,142,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('46', 'Person', 'Clothing', '224.32', 19', 142');","('46', 'Person', 'Clothing', '224.32', '19', '142'),"
47,Organization,Clothing,557.77,53,934,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('47', 'Organization', 'Clothing', '557.77', 53', 934');","('47', 'Organization', 'Clothing', '557.77', '53', '934'),"
48,Break,Clothing,210.14,52,52,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('48', 'Break', 'Clothing', '210.14', 52', 52');","('48', 'Break', 'Clothing', '210.14', '52', '52'),"
49,Agency,Clothing,435.1,85,237,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('49', 'Agency', 'Clothing', '435.1', 85', 237');","('49', 'Agency', 'Clothing', '435.1', '85', '237'),"
50,Sometimes,Toys & Games,67.38,73,809,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('50', 'Sometimes', 'Toys & Games', '67.38', 73', 809');","('50', 'Sometimes', 'Toys & Games', '67.38', '73', '809'),"
51,Reveal,Home & Garden,218.9,7,376,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('51', 'Reveal', 'Home & Garden', '218.9', 7', 376');","('51', 'Reveal', 'Home & Garden', '218.9', '7', '376'),"
52,Else,Electronics,129.26,67,384,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('52', 'Else', 'Electronics', '129.26', 67', 384');","('52', 'Else', 'Electronics', '129.26', '67', '384'),"
53,Republican,Electronics,875.76,90,307,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('53', 'Republican', 'Electronics', '875.76', 90', 307');","('53', 'Republican', 'Electronics', '875.76', '90', '307'),"
54,Allow,Home & Garden,87.41,78,717,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('54', 'Allow', 'Home & Garden', '87.41', 78', 717');","('54', 'Allow', 'Home & Garden', '87.41', '78', '717'),"
55,Suddenly,Electronics,338.58,42,934,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('55', 'Suddenly', 'Electronics', '338.58', 42', 934');","('55', 'Suddenly', 'Electronics', '338.58', '42', '934'),"
56,She,Toys & Games,922.15,91,921,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('56', 'She', 'Toys & Games', '922.15', 91', 921');","('56', 'She', 'Toys & Games', '922.15', '91', '921'),"
57,Series,Toys & Games,255.1,39,85,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('57', 'Series', 'Toys & Games', '255.1', 39', 85');","('57', 'Series', 'Toys & Games', '255.1', '39', '85'),"
58,Impact,Home & Garden,271.12,51,621,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('58', 'Impact', 'Home & Garden', '271.12', 51', 621');","('58', 'Impact', 'Home & Garden', '271.12', '51', '621'),"
59,Good,Toys & Games,948.33,72,820,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('59', 'Good', 'Toys & Games', '948.33', 72', 820');","('59', 'Good', 'Toys & Games', '948.33', '72', '820'),"
60,Notice,Home & Garden,504.97,46,187,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('60', 'Notice', 'Home & Garden', '504.97', 46', 187');","('60', 'Notice', 'Home & Garden', '504.97', '46', '187'),"
61,Study,Home & Garden,592.82,92,304,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('61', 'Study', 'Home & Garden', '592.82', 92', 304');","('61', 'Study', 'Home & Garden', '592.82', '92', '304'),"
62,Artist,Books,112.37,36,747,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('62', 'Artist', 'Books', '112.37', 36', 747');","('62', 'Artist', 'Books', '112.37', '36', '747'),"
63,Child,Home & Garden,260.6,10,794,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('63', 'Child', 'Home & Garden', '260.6', 10', 794');","('63', 'Child', 'Home & Garden', '260.6', '10', '794'),"
64,Him,Toys & Games,764.42,14,656,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('64', 'Him', 'Toys & Games', '764.42', 14', 656');","('64', 'Him', 'Toys & Games', '764.42', '14', '656'),"
65,Chair,Electronics,626.35,71,625,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('65', 'Chair', 'Electronics', '626.35', 71', 625');","('65', 'Chair', 'Electronics', '626.35', '71', '625'),"
66,Environment,Books,214.36,22,54,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('66', 'Environment', 'Books', '214.36', 22', 54');","('66', 'Environment', 'Books', '214.36', '22', '54'),"
67,Discover,Electronics,407.13,90,702,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('67', 'Discover', 'Electronics', '407.13', 90', 702');","('67', 'Discover', 'Electronics', '407.13', '90', '702'),"
68,Yourself,Clothing,909.25,86,406,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('68', 'Yourself', 'Clothing', '909.25', 86', 406');","('68', 'Yourself', 'Clothing', '909.25', '86', '406'),"
69,Receive,Home & Garden,85.99,67,412,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('69', 'Receive', 'Home & Garden', '85.99', 67', 412');","('69', 'Receive', 'Home & Garden', '85.99', '67', '412'),"
70,Beautiful,Clothing,240.45,96,851,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('70', 'Beautiful', 'Clothing', '240.45', 96', 851');","('70', 'Beautiful', 'Clothing', '240.45', '96', '851'),"
71,Write,Clothing,158.45,95,197,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('71', 'Write', 'Clothing', '158.45', 95', 197');","('71', 'Write', 'Clothing', '158.45', '95', '197'),"
72,Energy,Electronics,252.53,89,618,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('72', 'Energy', 'Electronics', '252.53', 89', 618');","('72', 'Energy', 'Electronics', '252.53', '89', '618'),"
73,Difference,Books,830.85,66,821,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('73', 'Difference', 'Books', '830.85', 66', 821');","('73', 'Difference', 'Books', '830.85', '66', '821'),"
74,Know,Clothing,413.45,83,938,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('74', 'Know', 'Clothing', '413.45', 83', 938');","('74', 'Know', 'Clothing', '413.45', '83', '938'),"
75,Garden,Clothing,708.1,29,247,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('75', 'Garden', 'Clothing', '708.1', 29', 247');","('75', 'Garden', 'Clothing', '708.1', '29', '247'),"
76,Green,Clothing,687.64,95,834,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('76', 'Green', 'Clothing', '687.64', 95', 834');","('76', 'Green', 'Clothing', '687.64', '95', '834'),"
77,Risk,Electronics,687.95,53,493,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('77', 'Risk', 'Electronics', '687.95', 53', 493');","('77', 'Risk', 'Electronics', '687.95', '53', '493'),"
78,Course,Electronics,418.45,21,496,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('78', 'Course', 'Electronics', '418.45', 21', 496');","('78', 'Course', 'Electronics', '418.45', '21', '496'),"
79,Rise,Clothing,376.87,12,256,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('79', 'Rise', 'Clothing', '376.87', 12', 256');","('79', 'Rise', 'Clothing', '376.87', '12', '256'),"
80,Deep,Books,274.94,48,842,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('80', 'Deep', 'Books', '274.94', 48', 842');","('80', 'Deep', 'Books', '274.94', '48', '842'),"
81,Success,Books,541.69,70,638,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('81', 'Success', 'Books', '541.69', 70', 638');","('81', 'Success', 'Books', '541.69', '70', '638'),"
82,Fund,Electronics,574.38,79,524,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('82', 'Fund', 'Electronics', '574.38', 79', 524');","('82', 'Fund', 'Electronics', '574.38', '79', '524'),"
83,Those,Electronics,887.22,41,531,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('83', 'Those', 'Electronics', '887.22', 41', 531');","('83', 'Those', 'Electronics', '887.22', '41', '531'),"
84,Since,Clothing,822.26,14,911,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('84', 'Since', 'Clothing', '822.26', 14', 911');","('84', 'Since', 'Clothing', '822.26', '14', '911'),"
85,Return,Electronics,881.8,52,910,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('85', 'Return', 'Electronics', '881.8', 52', 910');","('85', 'Return', 'Electronics', '881.8', '52', '910'),"
86,Use,Books,169.29,29,516,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('86', 'Use', 'Books', '169.29', 29', 516');","('86', 'Use', 'Books', '169.29', '29', '516'),"
87,By,Toys & Games,769.45,56,177,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('87', 'By', 'Toys & Games', '769.45', 56', 177');","('87', 'By', 'Toys & Games', '769.45', '56', '177'),"
88,Either,Books,744.4,74,441,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('88', 'Either', 'Books', '744.4', 74', 441');","('88', 'Either', 'Books', '744.4', '74', '441'),"
89,Avoid,Toys & Games,708.64,77,464,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('89', 'Avoid', 'Toys & Games', '708.64', 77', 464');","('89', 'Avoid', 'Toys & Games', '708.64', '77', '464'),"
90,First,Clothing,496.95,38,992,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('90', 'First', 'Clothing', '496.95', 38', 992');","('90', 'First', 'Clothing', '496.95', '38', '992'),"
91,Cold,Home & Garden,333.79,34,439,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('91', 'Cold', 'Home & Garden', '333.79', 34', 439');","('91', 'Cold', 'Home & Garden', '333.79', '34', '439'),"
92,Fear,Home & Garden,789.92,93,20,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('92', 'Fear', 'Home & Garden', '789.92', 93', 20');","('92', 'Fear', 'Home & Garden', '789.92', '93', '20'),"
93,Set,Clothing,216.03,53,892,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('93', 'Set', 'Clothing', '216.03', 53', 892');","('93', 'Set', 'Clothing', '216.03', '53', '892'),"
94,Building,Electronics,290.75,76,118,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('94', 'Building', 'Electronics', '290.75', 76', 118');","('94', 'Building', 'Electronics', '290.75', '76', '118'),"
95,Protect,Books,886.76,4,778,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('95', 'Protect', 'Books', '886.76', 4', 778');","('95', 'Protect', 'Books', '886.76', '4', '778'),"
96,Change,Home & Garden,49.01,83,542,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('96', 'Change', 'Home & Garden', '49.01', 83', 542');","('96', 'Change', 'Home & Garden', '49.01', '83', '542'),"
97,Year,Toys & Games,333.48,17,665,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('97', 'Year', 'Toys & Games', '333.48', 17', 665');","('97', 'Year', 'Toys & Games', '333.48', '17', '665'),"
98,Other,Electronics,233.79,43,885,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('98', 'Other', 'Electronics', '233.79', 43', 885');","('98', 'Other', 'Electronics', '233.79', '43', '885'),"
99,General,Toys & Games,399.04,49,917,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('99', 'General', 'Toys & Games', '399.04', 49', 917');","('99', 'General', 'Toys & Games', '399.04', '49', '917'),"
100,Business,Books,635.18,40,573,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('100', 'Business', 'Books', '635.18', 40', 573');","('100', 'Business', 'Books', '635.18', '40', '573'),"
101,Back,Toys & Games,256.37,85,441,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('101', 'Back', 'Toys & Games', '256.37', 85', 441');","('101', 'Back', 'Toys & Games', '256.37', '85', '441'),"
102,Camera,Toys & Games,601.61,83,806,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('102', 'Camera', 'Toys & Games', '601.61', 83', 806');","('102', 'Camera', 'Toys & Games', '601.61', '83', '806'),"
103,Such,Books,415.65,71,439,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('103', 'Such', 'Books', '415.65', 71', 439');","('103', 'Such', 'Books', '415.65', '71', '439'),"
104,While,Toys & Games,343.6,71,116,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('104', 'While', 'Toys & Games', '343.6', 71', 116');","('104', 'While', 'Toys & Games', '343.6', '71', '116'),"
105,Born,Toys & Games,81.09,99,839,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('105', 'Born', 'Toys & Games', '81.09', 99', 839');","('105', 'Born', 'Toys & Games', '81.09', '99', '839'),"
106,Lay,Electronics,535.81,51,270,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('106', 'Lay', 'Electronics', '535.81', 51', 270');","('106', 'Lay', 'Electronics', '535.81', '51', '270'),"
107,Light,Clothing,703.32,100,326,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('107', 'Light', 'Clothing', '703.32', 100', 326');","('107', 'Light', 'Clothing', '703.32', '100', '326'),"
108,Population,Electronics,484.45,52,423,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('108', 'Population', 'Electronics', '484.45', 52', 423');","('108', 'Population', 'Electronics', '484.45', '52', '423'),"
109,Yet,Toys & Games,404.94,37,191,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('109', 'Yet', 'Toys & Games', '404.94', 37', 191');","('109', 'Yet', 'Toys & Games', '404.94', '37', '191'),"
110,Case,Clothing,215.83,11,760,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('110', 'Case', 'Clothing', '215.83', 11', 760');","('110', 'Case', 'Clothing', '215.83', '11', '760'),"
111,Above,Books,606.88,13,867,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('111', 'Above', 'Books', '606.88', 13', 867');","('111', 'Above', 'Books', '606.88', '13', '867'),"
112,Guess,Toys & Games,688.23,9,510,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('112', 'Guess', 'Toys & Games', '688.23', 9', 510');","('112', 'Guess', 'Toys & Games', '688.23', '9', '510'),"
113,Property,Electronics,440.86,36,651,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('113', 'Property', 'Electronics', '440.86', 36', 651');","('113', 'Property', 'Electronics', '440.86', '36', '651'),"
114,Find,Books,603.72,47,276,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('114', 'Find', 'Books', '603.72', 47', 276');","('114', 'Find', 'Books', '603.72', '47', '276'),"
115,Produce,Clothing,933.79,95,533,,"INSERT INTO products(ProductID, Name, Category, Price, SupplierID, StockQuantity) VALUES ('115', 'Produce', 'Clothing', '933.79', 95', 533');","('115', 'Produce', 'Clothing', '933.79', '95', '533'),"
